name,city,country,status.started,status.completed,height,floors,material,function,student
McDonald Investment Center,Cleveland,US,1967,1968,93.87999725,23,steel,1,
New York Cotton Exchange Building,New York City,US,0,1924,93.87999725,23,steel,1,
University of Texas Tower,Austin,US,1935,1937,93.59999847,29,steel,1,
Wilco Building,Midland,US,1956,1958,93.56999969,22,steel,1,
Lever House,New York City,US,1950,1952,93.56999969,21,steel,1,
Atlantic Terminal Houses 1,New York City,US,0,1976,93.26999664,31,concrete,1,
SoNo West Tower,Chicago,US,2007,2009,93.19999695,27,concrete,1,
Metropolitan Tower,Seattle,US,1999,2001,93,31,steel,1,
Towers of Bay Ridge West,New York City,US,0,1972,93,31,concrete,1,
Circus Circus Skyrise Tower,Las Vegas,US,0,1986,93,29,concrete,1,
Four Gateway Center,Pittsburgh,US,0,1960,93,22,steel,1,
Gonda Building,Rochester,US,1998,2001,93,21,steel,1,
Midtown Towers,Pittsburgh,US,0,1907,93,18,steel,1,
Statue of Liberty,New York City,US,0,1886,93,0,steel,1,
Canvas,Boston,US,0,0,92.95999908,30,concrete,2,
Hotel ZaZa & Apartments,Austin,US,2014,2016,92.95999908,24,concrete,2,
Omni William Penn Hotel,Pittsburgh,US,1914,1916,92.94999695,26,steel,1,
Rockwell Place Hotel,New York City,US,2016,0,92.86000061,29,concrete,1,
Bank of America Center,Norfolk,US,0,1967,92.66000366,23,concrete,1,
The National,Chicago,US,0,1907,92.34999847,20,steel,1,
The Riverhouse,New York City,US,2005,2008,92.05000305,31,concrete,1,
Boca Raton Club Tower,Boca Raton,US,0,1969,92.05000305,27,concrete,1,
Riverside Plaza,Chicago,US,1928,1929,92.05000305,26,steel,1,
Masonic Temple,Chicago,US,1891,1892,92.05000305,21,steel,1,
Hilton Indianapolis,Indianapolis,US,0,1971,92.05000305,18,concrete,1,
Kukui Plaza Diamond Ewa Tower,Honolulu,US,0,1976,92,33,concrete,1,
Kukui Plaza Diamond Head Tower,Honolulu,US,0,1976,92,33,concrete,1,
International Tower,Los Angeles,US,0,1985,92,23,steel,1,
Michigan Avenue Lofts,Chicago,US,0,1911,92,20,steel,1,
Hotel Ivy + Residences,Minneapolis,US,2006,2008,91.91999817,25,concrete,2,
1111 North Dearborn,Chicago,US,0,1981,91.75,32,concrete,1,
Clark Building,Pittsburgh,US,0,1928,91.75,26,steel,1,
Oliver Street Tower,Boston,US,0,1991,91.75,21,steel,1,
8th & Garland,Los Angeles,US,0,0,91.59999847,24,concrete,1,
4 East Elm Street,Chicago,US,2014,2016,91.58999634,24,concrete,1,
601 City Center,Oakland,US,0,0,91.55000305,23,steel/concrete,1,
360 State Street,New Haven,US,2008,2010,91.44000244,31,composite,1,
55 Public Square,Cleveland,US,1956,1958,91.44000244,22,concrete/steel,1,
The Campanile,Springfield (MA),US,1911,1913,91.44000244,0,steel,1,
One Light,Kansas City,US,2014,2015,91.40000153,25,concrete,1,
The Carlyle,Pittsburgh,US,0,1906,91.40000153,22,steel,1,
Commonwealth Building,Pittsburgh,US,0,1906,91.40000153,21,steel,1,
Pacific Building,Seattle,US,1969,1971,91.19999695,23,steel,1,
East Coast Tower I,New York City,US,2004,2006,91.13999939,31,concrete,1,
1136-1140 South Wabash Avenue,Chicago,US,2016,0,91.13999939,25,concrete,1,
NEXT,Chicago,US,2015,2016,91.12999725,29,concrete,1,
Silver Tower I,New York City,US,0,1966,91.09999847,31,concrete,1,
Silver Tower II,New York City,US,0,1966,91.09999847,31,concrete,1,
200 Chambers Street,New York City,US,2005,2007,91.09999847,29,concrete,1,
Viceroy New York,New York City,US,2011,2013,91.09999847,29,concrete,1,
Astor Tower,Chicago,US,0,1962,91.09999847,25,concrete,1,
Meridian Plaza II,Sacramento,US,0,0,91,25,concrete,2,
Georgia Power Company Headquarters,Atlanta,US,1976,1981,91,24,steel,1,
Solstice on the Park,Chicago,US,0,0,90.90000153,26,concrete,2,
W Hotel Chicago Lakeshore,Chicago,US,0,1964,90.83000183,33,concrete,1,
The Edge South Tower,New York City,US,2007,2009,90.83000183,30,concrete,1,
The Gateway,New Brunswick,US,2010,2012,90.83000183,22,concrete,3,
Central Tower,San Francisco,US,0,1938,90.83000183,21,steel,1,
5444 Westheimer Road,Houston,US,0,1979,90.83000183,20,steel,1,
Plummer Building,Rochester,US,1926,1928,90.69999695,19,steel,2,
River North Marriott Suites,Chicago,US,2006,2008,90.68000031,27,concrete,1,
One Northside Piers,New York City,US,2006,2008,90.52999878,29,concrete,1,
Rio Grande Life Building,Dallas,US,0,1949,90.52999878,19,steel,1,
Feinberg Pavillion,Chicago,US,1994,1997,90.52999878,17,composite,2,
Beacon Tower,New York City,US,2004,2007,90.51999664,23,steel/concrete,1,
The Olivian,Seattle,US,2006,2009,90.5,27,concrete,1,
575 8th Avenue,New York City,US,0,1926,90.5,23,steel,1,
Boji Tower,Lansing,US,1929,1931,90.5,23,steel,1,
Sunset Vine Tower,Los Angeles,US,0,2007,90.5,20,composite,1,
River Line Building C,Chicago,US,0,0,90.37000275,26,concrete,1,
717 Olympic,Los Angeles,US,0,2008,90.25,26,concrete,2,
Conoco-Phillips Building,Anchorage,US,0,1983,90.22000122,22,steel,1,
Starrett-Lehigh Building,New York City,US,0,1931,90.22000122,19,steel,1,
101 West 28th Street,New York City,US,2014,2016,90.19999695,28,concrete,2,
Broadway at Center,Rochester,US,2016,2018,90.06999969,23,concrete,3,
Mayo Building,Rochester,US,1952,1955,90,20,composite,1,
Rego Park Center Tower,New York City,US,0,2015,89.91999817,32,concrete,2,
Riley Towers I,Indianapolis,US,1962,1963,89.91999817,30,concrete,1,
Riley Towers II,Indianapolis,US,1962,1963,89.91999817,30,concrete,1,
Noble Square Co-op,Chicago,US,0,1969,89.91999817,28,concrete,1,
Hess Building,New York City,US,0,1913,89.91999817,21,steel,1,
Grant Park Tower,Minneapolis,US,2002,2004,89.61000061,27,concrete,1,
Hyatt Centric,Chicago,US,0,1927,89.61000061,22,steel,1,
Park Grove Tower A,Miami,US,2015,2017,89.59999847,20,concrete,1,
Wrigley Building North Addition,Chicago,US,0,1925,89.59999847,18,steel,1,
The Ascent at Roebling`s Bridge,Covington,US,2006,2007,89.36000061,21,steel/concrete,1,
Gateway Towers The Condominium,Pittsburgh,US,0,1964,89.30000305,26,concrete,1,
Hilton Seattle,Seattle,US,0,1970,89.30000305,25,steel,1,
Marquee Michigan Avenue,Chicago,US,2006,2008,89.09999847,26,concrete,1,
Erie on the Park,Chicago,US,2001,2002,89.09999847,24,steel,1,
1418 North Lake Shore Drive,Chicago,US,1980,1983,89,29,concrete,1,
Towers of Bay Ridge East,New York City,US,0,1972,89,29,concrete,1,
Randolph-Wells Building,Chicago,US,0,1928,89,23,steel,1,
Tribeca Royale,New York City,US,2013,2016,89,21,concrete,1,
Chelsea Arts Tower,New York City,US,2005,2007,89,20,concrete,2,
Phillips Petroleum Building,Bartlesville,US,0,1964,89,19,steel,1,
RiverCenter II,Covington,US,0,1998,89,17,steel,1,
Legacy at Memorial,Houston,US,0,2009,88.69999695,25,concrete,1,
Park Place Tower,New York City,US,0,1895,88.69999695,23,steel,1,
Consumers Building,Chicago,US,1912,1913,88.69999695,22,steel,1,
Renaissance Blackstone,Chicago,US,1908,1910,88.40000153,21,steel,1,
551 West 21st Street,New York City,US,2013,2015,88.38999939,19,concrete,1,
Astor House,Chicago,US,0,1969,88.23000336,30,concrete,1,
MDA City Apartments,Chicago,US,0,1927,88.19999695,24,steel,1,
One Triple Three,Chicago,US,2015,2016,88.09999847,28,concrete,1,
Museum Pointe,Chicago,US,2003,2005,88.09999847,26,concrete,1,
Emerson Tower,Baltimore,US,1907,1911,88.09999847,15,steel,1,
Chestnut Park,Springfield (MA),US,0,1974,88.08999634,33,concrete,1,
Metropolitan Correctional Center,Chicago,US,1973,1975,88.08999634,27,concrete,1,
Nic on Fifth,Minneapolis,US,2012,2014,88.08999634,26,concrete,1,
Huntington Bank Building,Cleveland,US,1921,1924,88.08999634,21,steel,1,
Four Seasons Hotel St. Louis,St. Louis,US,2005,2007,88,20,concrete,2,
Worcester Plaza,Worcester,US,0,1974,87.77999878,24,steel,1,
Sunset Media Tower,Los Angeles,US,0,1971,87.77999878,22,steel,1,
Presbyterian Hospital,New York City,US,0,1928,87.75,19,steel,1,
Park Grove Tower B,Miami,US,2015,2017,87.5,20,concrete,1,
Conrad Indianapolis & Residences,Indianapolis,US,2004,2006,87.48000336,23,concrete,2,
Hercules Tower,Wilmington,US,1958,1960,87.48000336,22,steel,1,
22 Skyview,Miami,US,2012,2013,87.19999695,31,concrete,1,
505 8th Avenue,New York City,US,0,1926,87.19999695,25,steel,1,
Hippodrome Building,New York City,US,1951,1952,87.16999817,19,steel,1,
Continental Life Building,St. Louis,US,1929,1930,87.09999847,22,steel,1,
Elliott Grand Hyatt Seattle,Seattle,US,1999,2001,87,30,concrete,1,
525 Hawthorne,Chicago,US,1968,1970,86.87000275,31,concrete,1,
414 West 15th Street,New York City,US,2014,2016,86.87000275,25,concrete,1,
1001 McKinney Bldg.,Houston,US,1947,1949,86.87000275,22,steel,1,
Flatiron Building,New York City,US,0,1902,86.87000275,21,steel,1,
Hobart Building,San Francisco,US,0,1914,86.87000275,21,steel,1,
Horizon House,Chicago,US,1964,1965,86.69999695,30,concrete,1,
SkyHouse River Oaks,Houston,US,2014,2015,86.59999847,25,concrete,1,
The Southmore,Houston,US,2015,2016,86.59999847,24,concrete,1,
One HSBC Plaza,Rochester,US,0,1970,86.55999756,21,concrete,1,
Edgecliff Point Condos,Cincinnati,US,0,1990,86.5,24,concrete,1,
Market Square Center,Indianapolis,US,0,1975,86.26000214,20,steel,1,
Omni Dallas Hotel,Dallas,US,2009,2011,86,23,concrete,1,
Twin Towers 1,Peoria,US,0,1984,85.94999695,29,concrete,1,
Twin Towers 2,Peoria,US,0,1984,85.94999695,29,concrete,1,
6 North Michigan,Chicago,US,1897,1899,85.94999695,22,steel,1,
Alico Building,Waco,US,1910,1911,85.94999695,21,steel,1,
80 8th Avenue,New York City,US,0,1930,85.94999695,20,steel,1,
500 Broadway Building,St. Louis,US,1969,1970,85.83000183,22,concrete,1,
Lawyers Building,Pittsburgh,US,0,1928,85.65000153,25,steel,1,
Omni Hotel,Nashville,US,2011,2013,85.44000244,21,concrete,1,
88 Schermerhorn Street,New York City,US,0,0,85.34999847,27,concrete,1,
The Sovereign,Houston,US,2012,2014,85.34999847,21,concrete/steel,1,
640 North Wells Street,Chicago,US,2016,0,85.33999634,22,concrete,1,
The Tree House Residence Hall at Massachusetts College of Art and Design,Boston,US,2010,2012,85.33999634,21,steel,1,
Museum Park Tower I,Chicago,US,2000,2002,85.33999634,20,concrete,1,
Blue Chip Casino Spa Blu Tower,Michigan City,US,2007,2009,85.22000122,23,concrete,1,
Four Penn Center,Philadelphia,US,1963,1964,85.04000092,22,steel,1,
Frost Tower,Dallas,US,2013,2015,85.04000092,22,concrete,2,
The Summit at University City,Philadelphia,US,2014,2015,85,24,concrete,1,
Medical Center of Louisiana Charity Hospital,New Orleans,US,1937,1939,85,20,steel,1,
Ward Memorial Building,Chicago,US,1925,1926,85,20,steel,1,
Barbizon/63,New York City,US,0,1927,84.76000214,23,steel,1,
Lake Park Plaza,Chicago,US,0,1969,84.75,30,concrete,1,
Master Printers Building,New York City,US,0,1927,84.75,18,concrete,1,
Cecil and Ida Green Center for Earth Sciences,Cambridge,US,1962,1964,84.43000031,21,concrete,1,
Railway Exchange Building,St. Louis,US,0,1914,84.43000031,21,steel,1,
CalSTRS Building,West Sacramento,US,0,2009,84.43000031,15,steel,1,
Chase Bank Building,Evanston,US,1968,1969,84.37000275,22,concrete,1,
Sherman Plaza,Evanston,US,2004,2007,84.23000336,25,concrete,1,
River Place on the Park,Chicago,US,2005,2006,84.09999847,21,concrete,1,
Mercy Medical Center Inpatient Tower,Baltimore,US,1958,1963,84,20,steel,1,
One Gateway Center,Pittsburgh,US,0,1952,84,20,steel,1,
Two Gateway Center,Pittsburgh,US,0,1952,84,20,steel,1,
SkyHouse Houston,Houston,US,2013,2015,83.81999969,24,concrete,1,
SkyHouse Channelside,Tampa,US,2014,0,83.81999969,23,concrete,1,
City Hall Plaza,Manchester (NH),US,0,1992,83.81999969,20,steel,1,
Fisher Building,Chicago,US,1895,1906,83.81999969,20,steel,1,
136 E South Temple,Salt Lake City,US,1965,1966,83.51999664,25,concrete,1,
Hilton Milwaukee City Center,Milwaukee,US,0,1927,83.51999664,25,steel,1,
Metro Tower,Lubbock,US,1954,1955,83.51999664,20,steel,1,
SouthShore Condominiums Tower 1,Newport,US,2007,2009,83.20999908,21,concrete,1,
Doubletree Guest Suites,Houston,US,0,1982,83.19999695,26,concrete,1,
Park Place,Seattle,US,0,1972,83,21,steel,1,
Gillender Building,New York City,US,1896,1897,83,19,steel,1,
Macy's at State Street,Chicago,US,1901,1914,83,13,steel,1,
Two Light Tower,Kansas City,US,2016,2018,82.91000366,24,concrete,1,
First Interstate Center,Billings,US,1984,1985,82.91000366,20,steel,1,
102 5th Avenue,New York City,US,1910,1912,82.91000366,19,steel,1,
Crown Plaza Cincinnati,Cincinnati,US,1947,1949,82.91000366,19,steel,2,
Franklin / Illinois Apartments,Chicago,US,2013,2014,82.90000153,26,concrete,1,
David Whitney Building,Detroit,US,1915,1916,82.90000153,19,steel,1,
Loews Minneapolis Hotel,Minneapolis,US,2000,2003,82.44999695,22,steel/concrete,1,
Hollywood Towers North,Chicago,US,1961,1962,82.30000305,29,concrete,1,
Hollywood Towers South,Chicago,US,1961,1962,82.30000305,29,concrete,1,
860 North Lake Shore Drive,Chicago,US,1949,1951,82.30000305,26,steel,1,
880 North Lake Shore Drive,Chicago,US,1949,1951,82.30000305,26,steel,1,
Twelve | Twelve,Nashville,US,2013,2014,82.30000305,23,concrete,1,
Michigan Boulevard Building,Chicago,US,1913,1914,82.30000305,21,steel,1,
The Powhatan,Chicago,US,1927,1929,82.22000122,22,concrete,1,
Jefferson Tower,Birmingham (AL),US,0,1940,82.19999695,16,steel,1,
River Towers B,Minneapolis,US,1964,1966,82.09999847,27,concrete,1,
Henry Hudson Hotel,New York City,US,0,1929,82,27,steel,1,
Lexington House,New York City,US,2008,2010,82,24,concrete,1,
The Cumberland Apartments,Nashville,US,0,1999,82,23,concrete,1,
Lefcourt Empire Building,New York City,US,0,1930,82,21,steel,1,
Plaza 600,Seattle,US,0,1969,82,20,steel,1,
The Plaza Residences,New York City,US,0,1909,82,18,steel,2,
Texas Children's Hospital Pavilion for Women,Houston,US,0,2012,81.98999786,14,concrete,1,
The St. James,Houston,US,0,1975,81.69999695,25,concrete,1,
Avalon West Chelsea,New York City,US,2012,2014,81.69000244,27,concrete,1,
303 5th Avenue,New York City,US,0,1910,81.69000244,20,masonry,1,
AXA Tower I,Syracuse,US,0,1966,81.69000244,19,steel,1,
Via6 North Tower,Seattle,US,2011,2013,81.40000153,24,concrete,1,
Via6 South Tower,Seattle,US,2011,2013,81.40000153,24,concrete,1,
Hyatt Regency Miami,Miami,US,0,1982,81.37999725,23,concrete,1,
Kheel Tower,New York City,US,0,1926,81.37999725,21,steel,1,
US Bank Plaza,Boise,US,0,1978,81.37999725,20,steel,1,
New York Times Building,New York City,US,0,1931,81.37999725,18,steel,1,
480 Main Street,New York City,US,2014,2015,81,21,concrete,1,
Midtown Plaza,Charlotte,US,0,1924,81,17,steel,1,
Optima Views,Evanston,US,2002,2003,80.76999664,28,concrete,1,
Emerald Green,New York City,US,0,2009,80.76999664,24,concrete,1,
The Regent,Salt Lake City,US,0,2011,80.76999664,23,concrete,3,
1325 J Street,Sacramento,US,0,1999,80.76999664,19,concrete,1,
300 Capitol Mall,Sacramento,US,0,1984,80.76999664,18,steel,1,
1535 North Kingsbury Street,Chicago,US,0,0,80.75,24,concrete,1,
Kanawha Valley Building,Charleston,US,1928,1929,80.75,20,steel,1,
100 11th Avenue,New York City,US,2007,2010,80.66999817,22,concrete,1,
Thrivent Financial Building,Minneapolis,US,1979,1981,80.51999664,17,steel,1,
701 Building,Minneapolis,US,0,1984,80.51000214,19,concrete,1,
Lawrence Hall,Pittsburgh,US,0,1929,80.5,20,steel,1,
National Naval Medical Center,Bethesda,US,0,1942,80.5,19,steel,1,
Rehabilitation Institute of Chicago,Chicago,US,0,1973,80.5,19,steel,1,
111 Eighth Avenue,New York City,US,0,1932,80.5,17,steel,1,
SkyHouse Austin,Austin,US,2012,2014,80.47000122,23,concrete,1,
Victoria Building,New York City,US,0,1912,80.45999908,20,steel,1,
Grand East,New York City,US,2011,2014,80.16000366,27,concrete,1,
Seven,Austin,US,2013,2015,80.16000366,24,concrete,1,
Pearson on the Park,Chicago,US,1963,1965,80,27,concrete,1,
SkyHouse Dallas,Dallas,US,2013,0,80,24,concrete,1,
SkyHouse Orlando,Orlando,US,2012,2013,80,23,concrete,1,
SkyHouse South,Atlanta,US,2013,2014,80,23,concrete,1,
Century Building,Chicago,US,0,1915,80,16,steel,1,
750 North Hudson,Chicago,US,2016,2018,79.95999908,25,concrete,1,
SkyHouse Main,Houston,US,2015,2016,79.90000153,24,concrete,1,
Postum Building,New York City,US,0,1924,79.86000061,21,steel,1,
386 Park Avenue South,New York City,US,0,1927,79.86000061,20,steel,1,
Hotel Indigo on Orchard Street,New York City,US,2004,2015,79.84999847,24,steel,2,
Soo Line Building,Minneapolis,US,1914,1915,79.58000183,20,steel,1,
Hermitage on Huron,Chicago,US,1983,1985,79.55000305,26,concrete,1,
625 Stanwix Tower,Pittsburgh,US,0,1967,79.55000305,24,concrete,1,
KMOV Gateway Tower,St. Louis,US,1966,1967,79.55000305,21,concrete,1,
315 West 36th Street,New York City,US,1926,1927,79.55000305,16,steel,1,
The Standard,New York City,US,2005,2009,79.5,19,composite,1,
Lincoln Tower,Columbus,US,1965,1967,79.25,24,concrete,1,
Morrill Tower,Columbus,US,1965,1967,79.25,24,concrete,1,
The BreakWater,Milwaukee,US,2007,2009,79.25,21,concrete,1,
Allegheny Building,Pittsburgh,US,0,1906,79.25,19,steel,2,
New York Tribune Building,New York City,US,1873,1875,79.25,18,masonry,1,
Sunset and Gordon,Los Angeles,US,2012,2015,79.19999695,23,concrete,1,
MEi Miami Beach Ocean Front,Miami Beach,US,2006,2008,79,22,concrete,1,
Brady Sullivan Plaza,Manchester (NH),US,1970,1973,78.94000244,20,steel,1,
Santa Fe Building,Chicago,US,1903,1904,78.94000244,17,steel,1,
Museum Park Place 1,Chicago,US,2005,2007,78.90000153,23,concrete,1,
McKay Tower,Grand Rapids,US,1926,1927,78.90000153,18,steel,1,
899 South Plymouth Court,Chicago,US,1978,1980,78.87000275,27,concrete,1,
West Sixth Tempe Tower 1,Tempe,US,2005,2011,78.63999939,22,concrete,1,
J.W. Marriott Grand Rapids,Grand Rapids,US,2005,2007,78.09999847,25,composite,1,
55 West Wacker,Chicago,US,0,1968,78.02999878,16,concrete,1,
1410 North State Parkway,Chicago,US,0,1981,78,26,concrete,1,
The Carillon Hotel & Spa South Tower,Miami Beach,US,2004,2008,78,22,concrete,2,
Park Grove Tower C,Miami,US,2015,2017,78,20,concrete,1,
Arrott Building,Pittsburgh,US,0,1902,78,18,steel,1,
Freedom Tower,Miami,US,0,1925,78,17,steel,1,
The Martin,Seattle,US,2012,2013,77.72000122,23,composite,1,
Federal Office Building,New York City,US,0,1935,77.72000122,17,steel,1,
One Place Tower,Tulsa,US,0,2013,77.72000122,17,concrete,1,
The James New York,New York City,US,2008,2010,77.72000122,17,concrete,1,
Hilton Garden Inn,Chicago,US,2014,2015,77.41999817,25,concrete,1,
One Theatre Square,Newark,US,2014,2016,77.41999817,22,concrete,2,
Commonwealth Promenade I,Chicago,US,1953,1956,77.12000275,27,steel/concrete,1,
Commonwealth Promenade II,Chicago,US,1953,1956,77.12000275,27,steel/concrete,1,
West Ocean Condominiums II,Long Beach,US,0,2007,77.12000275,0,concrete,1,
6565 MD Anderson Boulevard,Houston,US,0,2014,77.11000061,13,concrete,2,
Key Bank Building,Columbus,US,0,1963,77,21,concrete,1,
Rush University Medical Center Hospital Tower,Chicago,US,2008,2012,76.95999908,14,composite,1,
Benedum-Trees Building,Pittsburgh,US,1905,1906,76.80000305,19,steel,1,
Hampton Inn/Homewood Suites,Chicago,US,2015,2016,76.69000244,24,concrete,1,
Narragansett Apartments,Chicago,US,0,1929,76.62999725,22,concrete,1,
The Caledonia,New York City,US,2006,2008,76.19999695,24,concrete,1,
Law and Finance Building,Pittsburgh,US,1927,1928,76.19999695,21,steel,1,
The William Vale,New York City,US,2014,2016,76.19999695,21,concrete,1,
Wisconsin Gas Building,Milwaukee,US,1929,1930,76.19999695,20,steel,1,
Main Seneca Building,Buffalo,US,0,1915,76.19999695,16,steel,1,
5 Greenspoint Place,Houston,US,0,1983,76,19,steel,1,
Sheraton Columbus Hotel at Capitol Square,Columbus,US,0,1984,75.80000305,21,concrete,1,
Washington Athletic Club,Seattle,US,1928,1930,75.59999847,22,steel,2,
Landmark on the Lake,Milwaukee,US,1989,1991,75.58999634,28,concrete,1,
The Vermont East Tower,Los Angeles,US,2012,2014,75.30000305,22,concrete,1,
5000 Montrose Boulevard,Houston,US,0,1981,75,22,concrete,1,
Market Square Plaza,Harrisburg,US,0,2005,75,18,steel,1,
Prentice Women's Hospital Building,Chicago,US,0,1975,74.69999695,14,concrete,1,
Ferry Building,San Francisco,US,1896,1898,74.68000031,12,steel,2,
Simon & Schuster Building,New York City,US,0,1939,74.66999817,21,steel,1,
100 Pier 4,Boston,US,0,2014,74.40000153,21,steel,1,
80 Central Park West,New York City,US,0,1967,74.37000275,24,steel,1,
100 Front Street,Worcester,US,0,1971,74.37000275,20,steel,1,
Hartford Plaza North,Chicago,US,1959,1961,74.37000275,20,concrete,1,
The Lofts at 1835 Arch Street,Philadelphia,US,0,1925,74.30000305,18,concrete,1,
SoNo East Tower,Chicago,US,2010,2012,74,22,concrete,1,
Rio Ipanema Tower,Las Vegas,US,0,1990,73.87999725,20,concrete,2,
930 Poydras Residential Tower,New Orleans,US,2008,2010,73.80000305,21,concrete,1,
The Tower at Carnegie Abbey,Portsmouth (RI),US,0,2009,73.76000214,22,concrete,1,
North Dakota State Capitol,Bismarck,US,1932,1934,73.76000214,19,steel,1,
100 5th Avenue,New York City,US,1905,1907,73.76000214,16,steel,1,
Marriott World Trade Center,New York City,US,1979,1981,73.75,22,steel,1,
Marriott Autograph Hotel,Chicago,US,2015,2016,73.61000061,22,concrete,1,
Gramercy Green,New York City,US,0,2007,73.15000153,21,concrete,1,
Hilton Garden Inn New York/Chelsea,New York City,US,2005,2008,72.84999847,23,concrete,1,
Plaza Hotel,El Paso,US,1929,1930,72.84999847,19,concrete,1,
Auditorium Building,Chicago,US,1887,1889,72.62999725,17,masonry,2,
The Bank Center,Pittsburgh,US,1902,1903,72.5,16,steel,1,
Union Trust Building,Pittsburgh,US,1915,1916,72.23999786,15,steel,1,
One Rotary Center,Evanston,US,1975,1977,72.16000366,18,steel,1,
Wacker Tower,Chicago,US,1927,1928,72.08999634,17,steel,1,
Museum Park Tower II,Chicago,US,2007,2009,72.02999878,20,concrete,1,
Park Evanston Apartments,Evanston,US,0,1997,72.01999664,24,concrete,1,
626 Flatbush,New York City,US,2014,2016,71.90000153,23,concrete,1,
Aspen Heights,Austin,US,2015,2016,71.62999725,22,concrete,1,
Residences at New City,Chicago,US,0,2015,71.59999847,19,concrete,1,
270 West 39th Street,New York City,US,1925,1926,71.31999969,20,steel,1,
San Francisco Federal Building,San Francisco,US,2002,2007,71.31999969,18,concrete,1,
The Anthem,New York City,US,0,2003,70.70999908,21,concrete,1,
1312-1314 Chestnut Street,Philadelphia,US,1923,1924,70.70999908,15,steel,1,
The John and Frances Angelos Law Center,Baltimore,US,2010,2013,70.5,12,concrete,1,
160 East 22nd Street,New York City,US,2013,2014,70.40000153,21,concrete,1,
Tribeca Green,New York City,US,2004,2005,70.09999847,24,concrete,1,
120 Riverside Boulevard at Trump Place,New York City,US,0,2004,70.09999847,18,concrete,1,
Michigan Central Station,Detroit,US,0,1913,70.09999847,18,steel,1,
Buncombe County Courthouse,Asheville,US,0,1928,70.09999847,17,steel,1,
Cambria Suites Hotel,New York City,US,0,2009,69.5,22,concrete,1,
QLIC,New York City,US,0,2015,69.5,21,concrete,1,
Underwood Building,New York City,US,1911,1912,69.5,18,steel,1,
10 Rockefeller Plaza,New York City,US,1939,1940,69.5,17,steel,1,
Bank of America Building,New York City,US,0,1938,69.48999786,17,steel,1,
Monroe Building,Chicago,US,0,1912,69,16,steel,1,
315 on A,Boston,US,2012,2014,68.58000183,20,concrete,1,
Cudahy Tower,Milwaukee,US,1927,1928,68.40000153,16,steel,2,
Barnett National Bank Building,Jacksonville,US,0,1926,68.30000305,18,steel,1,
Neuhaus Tower,McAllen,US,0,1980,67.97000122,17,concrete,1,
Lake + Forest,Oak Park,US,2014,2016,67.81999969,21,concrete,1,
University Club,Chicago,US,0,1909,67.65000153,14,steel,2,
D. S. Morgan Building,Buffalo,US,1894,1895,67.36000061,12,steel,1,
San Francisco International Airport FAA Airport Traffic Control Tower (ATCT),San Francisco,US,2012,2015,67.36000061,12,steel/concrete,1,
Capitol Records Building,Los Angeles,US,1954,1956,67,13,steel,1,
Dwight Building,Chicago,US,2007,2008,66.80000305,16,concrete,1,
Two River Place,Chicago,US,2002,2004,66.5,17,concrete,1,
38 Sixth Avenue,New York City,US,2015,2017,66.44999695,23,steel,1,
Sheraton Denver Downtown Hotel,Denver,US,0,1960,66.44999695,22,concrete,1,
Vassar Square Condominiums,Ventnor City,US,1968,1969,66.44999695,21,concrete,1,
170 Amsterdam Avenue,New York City,US,2012,2014,66.16999817,20,concrete,1,
Park Lafayette North Tower,Milwaukee,US,2007,2009,65.83999634,20,concrete,1,
Park Lafayette South Tower,Milwaukee,US,2007,2009,65.83999634,20,concrete,1,
Pointe 400,St. Louis,US,1966,1967,65.83999634,15,concrete,1,
Nord,Minneapolis,US,0,0,65.34999847,20,concrete,1,
2950 North Sheridan Road,Chicago,US,2015,0,65.19999695,19,concrete,1,
Three Eldridge Place,Houston,US,0,2009,64.91999817,13,concrete,1,
Niche 905,Chicago,US,2016,2017,64.76999664,18,concrete,1,
Phoenix Mutual Life Insurance Building,Hartford,US,1962,1964,64.62000275,14,steel,1,
Hyatt Place,Chicago,US,2014,2015,64.40000153,17,concrete,1,
375 Hudson Street,New York City,US,1987,1989,64,19,steel,1,
52 East 4th Street,New York City,US,0,2009,64,15,concrete,1,
Coit Tower,San Francisco,US,0,1933,64,13,concrete,1,
Viceroy Hotel,Chicago,US,2016,2017,63.40000153,18,concrete,1,
185 Castleton Park Tower,New York City,US,0,1976,63.29999924,20,concrete,1,
Radisson Hotel Fargo,Fargo,US,0,1985,63.20000076,18,concrete,1,
Sullivan Center,Chicago,US,0,1903,63.11999893,12,steel,2,
One Texas Tower,El Paso,US,0,1921,62.47999954,15,concrete,1,
Hyatt Regency St. Louis Riverfront,St. Louis,US,0,1907,62.18000031,17,steel,1,
Ten Eyck Hotel,Albany,US,1917,1918,62.18000031,17,steel,1,
Threefoot Building,Meridian,US,0,1929,61.86999893,16,concrete,1,
The Crimson,Miami,US,2013,2015,61.59999847,18,concrete,1,
Reliance Building,Chicago,US,1894,1895,61.47000122,15,steel,1,
Two Eldridge Place,Houston,US,0,1986,61.25999832,14,concrete,1,
Hilliard Homes 1,Chicago,US,0,1966,61,22,concrete,1,
Hilliard Homes 2,Chicago,US,0,1966,61,22,concrete,1,
Eleven55 Ripley,Silver Spring,US,2012,2014,60.95999908,21,concrete,1,
Macy's Store,New York City,US,1901,1902,60.95999908,11,steel,1,
Vue20 Condominium,Chicago,US,2001,2003,60.90000153,19,concrete,1,
Bluewater 5440,Chicago,US,0,0,60.59999847,19,steel/concrete,1,
